,ADDRESS,STOPS,WEIGHT,lat,lng
38,2800 S IH 35,147,0.2854368932038835,30.2289341,-97.7452339
39,12900 RESEARCH BLVD NB,146,0.283495145631068,30.370976000000002,-97.72681700000001
40,7900 N LAMAR,146,0.283495145631068,30.348349600000006,-97.7125254
41,13200 BLOCK NORTH US HIGHWAY 183,144,0.2796116504854369,30.002528100000003,-97.6859985
42,3100 S US 183 HWY SB,144,0.2796116504854369,,
43,8900 RESEARCH BLVD SVC,142,0.2757281553398058,30.4316955,-97.7658616
44,5300 S IH 35 SVRD,142,0.2757281553398058,30.234234100000002,-97.82874709999999
45,11500 FOUR IRON,141,0.2737864077669903,30.4316544,-97.77829840000001
46,9000 N MOPAC,132,0.2563106796116505,30.371707699999998,-97.7406695
47,2200 ENFIELD,130,0.2524271844660194,30.2876756,-97.7661391
48,7400 E BEN WHITE BLVD EB,128,0.24854368932038834,30.2214658,-97.7567376
49,13600 N I 35 SVRD,127,0.24660194174757286,,
50,5600 N IH 35,127,0.24660194174757286,30.3161304,-97.7079623
51,13000 N US 183 HWY SB,126,0.2446601941747573,,
52,900 BLOCK WEST PARMER LANE,124,0.2407766990291262,30.4079603,-97.6786152
53,1100 AIRPORT,124,0.2407766990291262,30.2656092,-97.69590670000001
54,3700 MANCHACA,123,0.2388349514563107,30.23644479999999,-97.7845632
55,5800 S MOPAC,123,0.2388349514563107,30.3398125,-97.7551215
56,300 E BRAKER LANE,121,0.2349514563106796,30.378530100000003,-97.68016290000001
57,9400 N LAMAR BLVD,121,0.2349514563106796,30.36338439999999,-97.69684140000001
58,1900 ED BLUESTEIN,120,0.2330097087378641,30.259364299999998,-97.675497
59,12100 N IH 35,120,0.2330097087378641,30.3879623,-97.67355
60,13600 N US 183,119,0.2310679611650485,30.2480512,-97.6907829
61,13600 BLOCK NORTH US HIGHWAY 183,118,0.22912621359223298,30.002528100000003,-97.6859985
62,4000 S US HWY 183,116,0.22524271844660196,30.1924164,-97.6851865
63,13200 RESEARCH BLVD NB,113,0.21941747572815531,30.370976000000002,-97.72681700000001
64,5100 N IH 35,112,0.2174757281553398,30.569450800000002,-97.6959691
65,7400 BLOCK EAST US HIGHWAY 290,112,0.2174757281553398,30.329896899999998,-97.6615018
66,1000 BLOCK EAST DEAN KEETON STREET,112,0.2174757281553398,30.287138,-97.7263251
67,13800 S IH 35,111,0.21553398058252424,30.107692600000004,-97.8083524
68,NORTH IH 35 SERVICE ROAD AT,109,0.2116504854368932,30.485510100000003,-97.6763142
69,12000 N IH35 SVC,109,0.2116504854368932,30.386896399999998,-97.6735311
70,1100 BLK AIRPORT,109,0.2116504854368932,30.2656092,-97.69590670000001
71,12000 S IH 35,109,0.2116504854368932,30.1227584,-97.8032488
72,1200 BLOCK DEAN KEETON,107,0.20776699029126214,30.2859502,-97.7236068
73,8800 ANDERSON MILL RD,107,0.20776699029126214,30.45510089999999,-97.770411
74,13000 N 183,105,0.20388349514563106,30.437323499999998,-97.7772938
75,8800 ANDERSON MILL,105,0.20388349514563106,30.45510089999999,-97.770411
76,13600 RESEARCH BLVD,104,0.20194174757281552,30.453283000000003,-97.7927995
77,14000 N US 183,101,0.19611650485436893,30.2480512,-97.6907829
78,1000 BLOCK EAST DEAN KEETON,99,0.19223300970873786,30.287138,-97.7263251
79,3400 E MLK,98,0.19029126213592232,30.283424,-97.7001839
80,13700 N US 183 HWY SB,98,0.19029126213592232,,
81,4300 S 1ST,97,0.1883495145631068,30.222945000000003,-97.772082
82,13200 N US 183 SVRD,96,0.18640776699029127,,
83,4500 N IH 35,96,0.18640776699029127,30.303407699999998,-97.714911
84,1800 E RIVERSIDE DR,94,0.1825242718446602,30.243439000000002,-97.72937320000001
85,4000 BLOCK SOUTH US HIGHWAY 183,94,0.1825242718446602,30.1924164,-97.6851865
86,6000 N MOPAC EXPY,94,0.1825242718446602,30.371707699999998,-97.7406695
87,8700 N MOPAC EXPY,93,0.18058252427184465,30.371707699999998,-97.7406695
88,13700 N US 183,92,0.1786407766990291,30.2480512,-97.6907829
89,100 BLOCK WEST BRAKER LANE,89,0.17281553398058253,30.379017100000002,-97.6813251
90,13100 S IH 35,88,0.17087378640776701,30.112893,-97.8076476
91,12300 RIATA TRACE PKWY,87,0.16893203883495145,30.42928109999999,-97.7475985
92,100 S 1ST ST,86,0.1669902912621359,30.262196000000003,-97.7482379
93,7100 E 290 SVRD WB,86,0.1669902912621359,,
94,3700 MANCHACA RD,85,0.1650485436893204,30.23644479999999,-97.7845632
95,1100 BLOCK AIRPORT BOULEVARD,83,0.16116504854368932,30.2656092,-97.69590670000001
96,1200 BLOCK DEAN KEETON STREET,83,0.16116504854368932,30.2859502,-97.7236068
97,13600 BLOCK NORTH IH 35,83,0.16116504854368932,30.423793800000002,-97.6718288
98,7600 E BEN WHITE BLVD WB,82,0.15922330097087378,30.217121999999996,-97.7433205
99,13300 S IH 35,81,0.15728155339805824,30.4198617,-97.673208
100,1200 WINSTED LN,80,0.1553398058252427,30.2841708,-97.7665654
101,11000 N IH 35,80,0.1553398058252427,30.143978000000004,-97.79524740000001
102,1200 W ANDERSON LN,78,0.15145631067961166,30.349968800000003,-97.7178507
103,700 BLOCK EAST DEAN KEETON,78,0.15145631067961166,30.289466700000002,-97.7313141
104,5200 BLOCK FM 2222,78,0.15145631067961166,30.41768799999999,-97.6991515
105,7200 BLOCK RANCH ROAD 2222,78,0.15145631067961166,30.358471500000004,-97.7866598
106,2300 ENFIELD,77,0.14951456310679612,30.288095399999996,-97.7671057
107,SOUTH IH 35 SERVICE ROAD,76,0.14757281553398058,30.3005675,-97.7152308
108,12900 S IH 35 NB,76,0.14757281553398058,30.27559,-97.74257
109,2200 BLK ENFIELD RD,76,0.14757281553398058,30.2876756,-97.7661391
110,8900 BLOCK RESEARCH BOULEVARD,76,0.14757281553398058,30.370419399999996,-97.72145359999999
111,5200 BLOCK RANCH ROAD 2222,75,0.14563106796116504,30.358471500000004,-97.7866598
112,4700 E CESAR CHAVEZ,75,0.14563106796116504,30.252094399999997,-97.70115600000001
113,13000 RESEARCH BLVD,74,0.1436893203883495,30.4384223,-97.7768956
114,1000 BLOCK ED BLUESTEIN BOULEVARD,73,0.141747572815534,30.252851,-97.6817594
115,100 BLOCK WEST STASSNEY LANE,72,0.13980582524271845,30.2050032,-97.7748116
116,100 E BRAKER LANE,72,0.13980582524271845,30.379013300000004,-97.6813166
117,1800 BLOCK EAST RIVERSIDE DRIVE,72,0.13980582524271845,30.243439000000002,-97.72937320000001
118,7900 N MOPAC EXPY,72,0.13980582524271845,30.371707699999998,-97.7406695
119,3000 S US HWY 183,71,0.1378640776699029,30.2070797,-97.684444
120,9000 BLOCK NORTH MOPAC EXPRESSWAY,71,0.1378640776699029,30.3742785,-97.7297767
121,6200 N CAPITAL OF TEXAS HWY,70,0.13592233009708735,30.361145299999997,-97.7906995
122,7400 E HWY 290,70,0.13592233009708735,30.2307295,-97.879355
123,900 BLOCK EAST DEAN KEETON,70,0.13592233009708735,30.287883299999997,-97.7266795
124,900 W PARMER LN,70,0.13592233009708735,30.4079603,-97.6786152
125,3600 BLOCK PRESIDENTIAL BOULEVARD,70,0.13592233009708735,30.2021489,-97.666829
126,12900 BLOCK NORTH US HIGHWAY 183,69,0.13398058252427186,30.002528100000003,-97.6859985
127,500 MONTOPOLIS DR,69,0.13398058252427186,30.2406218,-97.6940603
128,900 E OLTORF ST,69,0.13398058252427186,30.2364038,-97.7472233
129,8300 S 1ST,68,0.13203883495145632,30.1804305,-97.7959021
130,8000 MANCHACA,68,0.13203883495145632,30.1918776,-97.8125117
131,4200 S US 183 HWY NB,68,0.13203883495145632,30.5060468,-97.8203465
132,13700 S IH 35,68,0.13203883495145632,30.1084468,-97.80801290000001
133,3400 BLOCK ED BLUESTEIN BOULEVARD,66,0.12815533980582525,30.269819000000002,-97.670314
134,6600 S MOPAC,66,0.12815533980582525,30.2205343,-97.8376428
135,700 BLOCK EAST DEAN KEETON STREET,66,0.12815533980582525,30.289466700000002,-97.7313141
136,5300 BLOCK NORTH IH 35,65,0.1262135922330097,30.312034000000004,-97.70954090000001
137,13900 AVERY RANCH BLVD,65,0.1262135922330097,30.4946165,-97.7884757
138,6500 BLOCK EAST BEN WHITE BOULEVARD,65,0.1262135922330097,30.213610100000004,-97.709174
139,100 S 1ST,64,0.12427184466019416,30.2605781,-97.7456796
140,7800 BLK WEST GATE BLVD,64,0.12427184466019416,30.19931789999999,-97.8222416
141,9100 N MOPAC EXPY,63,0.12233009708737864,30.371707699999998,-97.7406695
142,13800 N US 183,63,0.12233009708737864,30.2480512,-97.6907829
143,7300 E US HWY 290 EB,63,0.12233009708737864,30.230750699999998,-97.8793192
144,5100 BLOCK NORTH IH 35,63,0.12233009708737864,30.310190600000002,-97.7113343
145,700 BLOCK EAST DEAN KEATON,62,0.1203883495145631,30.289466700000002,-97.7313141
146,2600 E MLK BLVD,62,0.1203883495145631,30.281564000000003,-97.714005
147,4600 E CESAR CHAVEZ,62,0.1203883495145631,30.25206249999999,-97.703694
148,8300 N IH 35,62,0.1203883495145631,30.3460048,-97.6971094
149,12000 BLOCK SOUTH IH 35,62,0.1203883495145631,30.1227584,-97.8032488
150,14000 S IH 35,62,0.1203883495145631,30.1059161,-97.8091501
151,12500 S IH 35,62,0.1203883495145631,30.40531889999999,-97.67608890000001
152,12000 N MOPAC EXPY,61,0.11844660194174755,30.4095518,-97.71578829999999
153,SOUTH 1ST STREET,60,0.11650485436893206,30.206771999999997,-97.78235600000001
154,2200 ENFIELD RD,60,0.11650485436893206,30.2876756,-97.7661391
155,4900 S CONGRESS,60,0.11650485436893206,30.2125184,-97.7705147
156,7100 BLOCK HIGHWAY 290 EAST,60,0.11650485436893206,30.232989399999997,-97.87566899999999
157,N IH 35 SVRD,60,0.11650485436893206,30.420285600000003,-97.671757
158,EAST 7TH STREET,60,0.11650485436893206,30.2614402,-97.7172262
159,1000 EAST DEAN KEETON,59,0.1145631067961165,30.287138,-97.7263251
160,700 BL EAST DEAN KEETON STREET,59,0.1145631067961165,30.289466700000002,-97.7313141
161,5000 BLOCK NORTH IH 35,59,0.1145631067961165,30.3092277,-97.7114435
162,5200 BLOCK EAST RIVERSIDE DRIVE,59,0.1145631067961165,30.230431199999998,-97.7143482
163,13800 N IH 35 SVRD SB,58,0.11262135922330095,,
164,5800 N MOPAC EXPY,57,0.11067961165048544,30.3398125,-97.7551215
165,4100 BLOCK SOUTH US HIGHWAY 183,57,0.11067961165048544,30.1913494,-97.6853765
166,4500 MANCHACA,57,0.11067961165048544,30.2276749,-97.7899382
167,7100 BLOCK EAST US HIGHWAY 290 SERVICE,56,0.1087378640776699,30.3227865,-97.6826532
168,5600 BLOCK SOUTH MOPAC EXPRESSWAY,56,0.1087378640776699,30.17323189999999,-97.88789270000001
169,3700 BLOCK MANCHACA ROAD,56,0.1087378640776699,30.2363876,-97.7844384
170,8000 N LAMAR BLVD,56,0.1087378640776699,30.348535899999998,-97.7123558
171,7900 BLOCK NORTH LAMAR BOULEVARD,56,0.1087378640776699,30.348349600000006,-97.7125254
172,4500 MANCHACA RD,56,0.1087378640776699,30.2276749,-97.7899382
173,12000 N IH 35 SVRD,55,0.10679611650485436,,
174,12000 N MOPAC,54,0.10485436893203884,30.4095518,-97.71578829999999
175,BLOCK N IH 35 SVRD,54,0.10485436893203884,30.3154622,-97.7051168
176,4900 S 1ST ST,54,0.10485436893203884,30.215093699999997,-97.7780554
177,13700 RESEARCH BLVD NB,54,0.10485436893203884,30.370976000000002,-97.72681700000001
178,7900 N LAMAR BLVD,53,0.1029126213592233,30.348349600000006,-97.7125254
179,8000 BLOCK MANCHACA ROAD,53,0.1029126213592233,30.1918776,-97.8125117
180,9400 BLOCK NORTH LAMAR BOULEVARD,52,0.10097087378640776,30.36338439999999,-97.69684140000001
181,NORTH IH 35,52,0.10097087378640776,30.342750399999996,-97.7037491
182,9200 N MOPAC EXPY,52,0.10097087378640776,30.371707699999998,-97.7406695
183,S 1ST ST,52,0.10097087378640776,30.206771999999997,-97.78235600000001
184,4000 AIRPORT BLVD,52,0.10097087378640776,30.291544000000002,-97.707656
185,2600 E MLK,51,0.09902912621359224,30.281564000000003,-97.714005
186,12100 BLOCK NORTH IH 35,51,0.09902912621359224,30.3879623,-97.67355
187,7500 E HWY 290,51,0.09902912621359224,30.2307083,-97.8793909
188,3100 BLOCK SOUTH US HIGHWAY 183,51,0.09902912621359224,30.204880100000004,-97.6837403
189,8400 S 1ST ST,51,0.09902912621359224,30.1793479,-97.7961198
190,9200 BLOCK NORTH MOPAC EXPRESSWAY,51,0.09902912621359224,30.3742785,-97.7297767
191,1600 ENFIELD,51,0.09902912621359224,30.282777000000003,-97.7578285
192,3000 S 1ST ST,51,0.09902912621359224,30.235431300000002,-97.76426490000001
193,8000 N IH 35,50,0.0970873786407767,30.3413011,-97.6991575
194,5300 BLOCK SOUTH IH 35 SERVICE ROAD,50,0.0970873786407767,30.4122515,-97.6745935
195,8900 RESEARCH BLVD,50,0.0970873786407767,30.3681913,-97.7224479
196,2300 BLOCK ENFIELD ROAD,49,0.09514563106796116,30.639204499999998,-96.34261090000001
197,5000 N IH 35,49,0.09514563106796116,30.205326300000003,-97.7605719
198,5600 BLOCK EAST BEN WHITE BOULEVARD,49,0.09514563106796116,30.213613199999998,-97.7188089
199,900 BLOCK EAST DEAN KEETON STREET,49,0.09514563106796116,30.287883299999997,-97.7266795
200,3700 BLOCK FM 2222,48,0.09320388349514563,30.41768799999999,-97.6991515
201,100 W BRAKER,48,0.09320388349514563,30.379017100000002,-97.6813251
202,3800 FM2222,48,0.09320388349514563,30.41768799999999,-97.6991515
203,11900 BLOCK NORTH IH 35,48,0.09320388349514563,30.3848571,-97.6736373
204,13600 BLOCK NORTH IH 35 SERVICE ROAD,48,0.09320388349514563,30.4232656,-97.67211540000001
205,4300 S 1ST ST,47,0.0912621359223301,30.222945000000003,-97.772082
206,5300 S IH 35,47,0.0912621359223301,30.202877700000002,-97.761932
207,7200 S 1ST,47,0.0912621359223301,30.1912646,-97.7911512
208,5000 S CONGRESS,47,0.0912621359223301,30.2119685,-97.7716496
209,7100 BLOCK 290 EAST,47,0.0912621359223301,30.328457899999997,-97.92523359999998
210,13800-13200 N IH 35 SVRD SB,46,0.08932038834951456,,
211,200 E BRAKER LN,46,0.08932038834951456,30.378714600000002,-97.6806054
212,5200 N IH 35,46,0.08932038834951456,30.3113689,-97.7110314
213,13300 RESEARCH BLVD,46,0.08932038834951456,30.444624100000002,-97.78663900000001
214,7200 LOYOLA,45,0.08737864077669902,30.297618699999997,-97.64101059999999
215,2900 S IH 35 NB,45,0.08737864077669902,30.27042,-97.74444
216,3800 FM 2222,45,0.08737864077669902,30.41768799999999,-97.6991515
217,3200 BLOCK SOUTH US HIGHWAY 183,45,0.08737864077669902,30.202627000000003,-97.6841593
218,13000 N IH 35,45,0.08737864077669902,30.410918199999998,-97.67599940000001
219,6100 N CAPITAL OF TEXAS HWY NB,44,0.0854368932038835,30.333084000000003,-97.808205
220,8700 ANDERSON MILL RD,44,0.0854368932038835,30.455106699999998,-97.7703916
221,5100 S 1ST ST,44,0.0854368932038835,30.213015500000004,-97.7783855
222,5300 S IH 35 SB,44,0.0854368932038835,30.1594697,-97.7926701
223,13600 N IH 35 SVRD SB,43,0.08349514563106795,,
224,8200 S 1ST,43,0.08349514563106795,30.1814912,-97.7949176
225,BLOCK S 1ST ST,43,0.08349514563106795,30.206771999999997,-97.78235600000001
226,7900 MANCHACA RD,43,0.08349514563106795,30.1924053,-97.8121798
227,1900 BLOCK ED BLUESTEIN BOULEVARD,42,0.08155339805825243,30.259364299999998,-97.675497
228,7100 BLOCK EAST HIGHWAY 290,42,0.08155339805825243,30.232989399999997,-97.87566899999999
229,US HIGHWAY 183,42,0.08155339805825243,30.476168199999996,-97.78122940000002
230,NORTH I-35 SVRD,42,0.08155339805825243,30.336970500000003,-97.69955490000001
231,45TH STREET,42,0.08155339805825243,30.30571939999999,-97.7215439
232,13600 S IH 35,42,0.08155339805825243,30.1090327,-97.8077411
233,14200 N IH 35,41,0.07961165048543689,30.8468917,-97.5943686
234,6000 BLOCK NORTH MOPAC EXPRESSWAY,41,0.07961165048543689,30.3742785,-97.7297767
235,EAST 6TH STREET,41,0.07961165048543689,30.263388,-97.72753890000001
236,900 BLOCK EAST DEAN KEATON STREET,41,0.07961165048543689,30.287883299999997,-97.7266795
237,7200 S 1ST ST,41,0.07961165048543689,30.1912646,-97.7911512
238,7500 E US HWY 290 WB,40,0.07766990291262135,30.232220799999997,-97.87867940000001
239,14500 N IH 35,40,0.07766990291262135,30.4341887,-97.6699933
240,7200 FM 2222 ROAD,40,0.07766990291262135,30.342471000000003,-97.7389465
241,3900 SPICEWOOD SPRINGS RD,40,0.07766990291262135,30.366750699999997,-97.7504736
242,4800 S IH 35 SVRD SB,40,0.07766990291262135,30.207515100000002,-97.7583318
243,4800 WEST PARMER LANE,39,0.07572815533980583,30.429829100000003,-97.723458
244,13600 N US 183 HWY,39,0.07572815533980583,30.2480512,-97.6907829
245,8900 BLK RESEARCH BLVD,39,0.07572815533980583,30.370419399999996,-97.72145359999999
246,12600 S IH 35,39,0.07572815533980583,30.4114672,-97.6743422
247,1100 WINSTED LN,39,0.07572815533980583,30.283494,-97.76683879999999
248,3900 AIRPORT BLVD,39,0.07572815533980583,30.289931,-97.707749
249,BLOCK S IH 35 SVRD NB,39,0.07572815533980583,30.165836,-97.79277320000001
250,13000 N US 183,38,0.07378640776699029,30.437323499999998,-97.7772938
251,16100 AVERY RANCH BLVD,38,0.07378640776699029,30.503408500000003,-97.7520651
252,8000 BLOCK NORTH LAMAR BOULEVARD,38,0.07378640776699029,30.348535899999998,-97.7123558
253,2100 ENFIELD,38,0.07378640776699029,30.287212800000002,-97.7657195
254,13000 S IH 35 NB,38,0.07378640776699029,30.27042,-97.74444
255,NORTH IH 35 SERVICE ROAD AND,38,0.07378640776699029,30.3005675,-97.7152308
256,4500 N IH 35 NB,38,0.07378640776699029,,
257,4300 S 1ST STREET,38,0.07378640776699029,30.222945000000003,-97.772082
258,12000 SOUTH I-35,38,0.07378640776699029,30.1227584,-97.8032488
259,900 BLOCK EAST DEAN KEATON,37,0.07184466019417475,30.287883299999997,-97.7266795
260,5300 WEST GATE BLVD,37,0.07184466019417475,30.223821500000003,-97.80505059999999
261,13000 BLOCK NORTH US HIGHWAY 183,37,0.07184466019417475,30.002528100000003,-97.6859985
262,11600 S IH 35,37,0.07184466019417475,30.1360958,-97.7980755
263,8200 N MOPAC EXPY,37,0.07184466019417475,30.369330600000005,-97.7434543
264,11900 BLOCK NORTH MOPAC EXPRESSWAY,37,0.07184466019417475,30.3742785,-97.7297767
265,7800 N LAMAR,36,0.06990291262135923,30.3463255,-97.7145342
266,BLOCK N I 35 SVRD,36,0.06990291262135923,30.3154622,-97.7051168
267,7100 BLOCK US HIGHWAY 290,36,0.06990291262135923,30.2335308,-97.8762008
268,1500 ED BLUESTEIN,36,0.06990291262135923,30.2584244,-97.6760785
269,N I 35 SVRD,36,0.06990291262135923,30.420285600000003,-97.671757
270,10500 METRIC,36,0.06990291262135923,30.3839409,-97.7133979
271,100 W STASSNEY,36,0.06990291262135923,30.2050032,-97.7748116
272,3500 BLOCK NORTH MOPAC EXPRESSWAY,36,0.06990291262135923,30.3742785,-97.7297767
273,IH 35,36,0.06990291262135923,30.2649227,-97.735013
274,13000 AVERY RANCH,35,0.06796116504854369,30.4946165,-97.7884757
275,1100 WINSTEAD,35,0.06796116504854369,30.283494,-97.76683879999999
276,8700 BLOCK NORTH MOPAC EXPRESSWAY,35,0.06796116504854369,30.3742785,-97.7297767
277,5700 BLOCK NORTH MOPAC EXPRESSWAY,35,0.06796116504854369,30.3742785,-97.7297767
278,8700 BRODIE LN,35,0.06796116504854369,30.19721299999999,-97.841282
279,1200 DEAN K,35,0.06796116504854369,30.2859502,-97.7236068
280,5400 BLOCK WEST GATE BOULEVARD,34,0.06601941747572816,30.206751500000003,-97.81576240000001
281,1200 BLOCK WEST ANDERSON LANE,34,0.06601941747572816,30.349968800000003,-97.7178507
282,1800 RIVERSIDE,34,0.06601941747572816,30.243439000000002,-97.72937320000001
283,5000 S MOPAC,34,0.06601941747572816,30.227208500000003,-97.83118490000001
284,8800 BURNET RD,34,0.06601941747572816,30.370612400000002,-97.7275927
285,WEST 6TH STREET,34,0.06601941747572816,30.273019899999998,-97.7579551
286,8800 N MOPAC,34,0.06601941747572816,30.371707699999998,-97.7406695
287,7100 BLOCK EAST 290 SERVICE ROAD,34,0.06601941747572816,30.232907399999995,-97.7975128
288,7100 BLOCK EAST HIGHWAY 290 SERVICE ROAD,34,0.06601941747572816,30.2376403,-97.8394527
289,8900 BURNET RD,34,0.06601941747572816,30.3721484,-97.72678420000001
290,12500 S IH 35 NB,34,0.06601941747572816,30.27042,-97.74444
291,13200 SOUTH I-35,34,0.06601941747572816,30.416870399999997,-97.6738045
292,NORTH I H 35 SERVICE ROAD,33,0.06407766990291262,30.30324899999999,-97.71470090000001
293,3700 BLOCK RANCH ROAD 2222,33,0.06407766990291262,30.358471500000004,-97.7866598
294,1600 BLOCK ENFIELD ROAD,33,0.06407766990291262,30.282777000000003,-97.7578285
295,8300 S 1ST ST,33,0.06407766990291262,30.1804305,-97.7959021
296,12000 N IH 35,33,0.06407766990291262,30.395139899999997,-97.6725693
297,LAKE AUSTIN ZONE 5,33,0.06407766990291262,,
298,N IH 35 SVRD NB,33,0.06407766990291262,30.420285600000003,-97.671757
299,14000 S IH 35 NB,33,0.06407766990291262,30.27042,-97.74444
300,12200 N MOPAC EXPY,33,0.06407766990291262,30.4143534,-97.70783
301,BLOCK S IH 35 SVRD SB,33,0.06407766990291262,30.165836,-97.79277320000001
302,6TH STREET,33,0.06407766990291262,30.273019899999998,-97.7579551
303,3200 S US 183 HWY SB,33,0.06407766990291262,,
304,4500 N MOPAC,32,0.062135922330097085,30.371707699999998,-97.7406695
305,4900 BLOCK SOUTH 1ST STREET,32,0.062135922330097085,30.215093699999997,-97.7780554
306,2500 E RIVERSIDE DR,32,0.062135922330097085,30.2354798,-97.7235459
307,13700 BLOCK NORTH US HIGHWAY 183,32,0.062135922330097085,30.002528100000003,-97.6859985
308,EAST 8TH STREET,32,0.062135922330097085,30.265595899999997,-97.7278932
309,12000 N IH 35 SVC,32,0.062135922330097085,30.386896399999998,-97.6735311
310,100 BLK W. BRAKER LN,32,0.062135922330097085,30.379017100000002,-97.6813251
311,5600 BLOCK NORTH IH 35,32,0.062135922330097085,30.3161304,-97.7079623
312,4300 BLOCK SOUTH 1ST STREET,31,0.06019417475728155,30.222945000000003,-97.772082
313,11500 S IH 35,31,0.06019417475728155,30.135298,-97.803239
314,13000 S IH 35,31,0.06019417475728155,30.410918199999998,-97.67599940000001
315,LAKE AUSTIN ZONE 1,31,0.06019417475728155,30.292007399999996,-97.783058
316,9000 RESEARCH BLVD,31,0.06019417475728155,30.3729779,-97.7267318
317,1000 B E DEAN KEETON STREET,31,0.06019417475728155,30.287138,-97.7263251
318,12000 BLOCK NORTH IH 35 SERVICE ROAD,31,0.06019417475728155,30.386896399999998,-97.6735311
319,7500 N MOPAC EXPY,31,0.06019417475728155,30.371707699999998,-97.7406695
320,14000 BLOCK NORTH US HIGHWAY 183,31,0.06019417475728155,30.002528100000003,-97.6859985
321,8000 N LAMAR,31,0.06019417475728155,30.348535899999998,-97.7123558
322,2000 BLOCK ED BLUESTEIN BOULEVARD,30,0.05825242718446603,30.2596977,-97.6752747
323,4400 N IH 35,30,0.05825242718446603,30.2119055,-97.7567437
324,7700 N MOPAC,30,0.05825242718446603,30.371707699999998,-97.7406695
325,8100 S 1ST ST,30,0.05825242718446603,30.1820835,-97.7945008
326,5600 E WILLIAM CANNON,30,0.05825242718446603,30.176053399999997,-97.7436573
327,4000 BLOCK SOUTH HIGHWAY 183,30,0.05825242718446603,30.1924164,-97.6851865
328,4800 S IH 35 SVRD,30,0.05825242718446603,30.207515100000002,-97.7583318
329,1200 W 6TH,30,0.05825242718446603,30.2729962,-97.7571812
330,7100 BLOCK US HIGHWAY 290 SERVICE ROAD,30,0.05825242718446603,30.235615000000003,-97.8536471
331,3800 BLOCK NORTH MOPAC EXPRESSWAY,30,0.05825242718446603,30.3742785,-97.7297767
332,1400 ED BLUESTEIN,30,0.05825242718446603,30.256834899999998,-97.6770368
333,12500 BLOCK SOUTH IH 35,30,0.05825242718446603,30.2410624,-97.7373993
334,N IH 35 SVRD SB,30,0.05825242718446603,30.406499199999995,-97.6762538
335,2200 BLOCK ENFIELD ROAD,30,0.05825242718446603,30.2876756,-97.7661391
336,11500 BLOCK NORTH MOPAC EXPRESSWAY,30,0.05825242718446603,30.4083821,-97.7262444
